date,admin1,admin2,market,latitude,longitude,category,commodity,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#geo+lat,#geo+lon,#item+type,#item+name,#item+unit,#item+price+flag,#item+price+type,#currency,#value,#value+usd
2017-03-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,milk and dairy,Cheese,KG,actual,Retail,TRY,25.8,7.0293
2017-03-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,3.04,0.8279
2017-03-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,milk and dairy,"Milk (powder, infant formula)",KG,actual,Retail,TRY,75.11,20.4654
2017-03-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Coffee,KG,actual,Retail,TRY,40.94,11.1553
2017-03-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Salt,KG,actual,Retail,TRY,1.83,0.4977
2017-03-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Tea (herbal),Package,actual,Retail,TRY,4.58,1.2487
2017-03-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,non-food,Electricity,kWh,actual,Retail,TRY,0.41,0.1122
2017-03-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,non-food,Fuel (gas),12 KG,actual,Retail,TRY,76.89,20.9511
2017-03-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,non-food,Fuel (petrol-gasoline),L,actual,Retail,TRY,5.22,1.4232
2017-03-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,non-food,Transport (public),Course,actual,Retail,TRY,2.5,0.6824
2017-03-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,non-food,Water,Cubic meter,actual,Retail,TRY,5.92,1.6122
2017-03-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,oil and fats,Oil (olive),L,actual,Retail,TRY,29.67,8.0832
2017-03-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,oil and fats,Oil (sunflower),L,actual,Retail,TRY,8.29,2.2589
2017-03-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,18.28,4.9806
2017-03-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Apples,KG,actual,Retail,TRY,2.89,0.7878
2017-03-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Bananas,KG,actual,Retail,TRY,7.21,1.9656
2017-03-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Cabbage,KG,actual,Retail,TRY,1.49,0.4066
2017-03-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Cauliflower,KG,actual,Retail,TRY,2.26,0.6154
2017-03-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Cucumbers,KG,actual,Retail,TRY,4.67,1.2713
2017-03-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Eggplants,KG,actual,Retail,TRY,5.51,1.5002
2017-03-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Garlic,KG,actual,Retail,TRY,16.48,4.4916
2017-03-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Oranges,KG,actual,Retail,TRY,2.65,0.7233
2017-03-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Spinach,KG,actual,Retail,TRY,2.05,0.5588
2017-03-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,2.77,0.7549
2017-03-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Zucchini,KG,actual,Retail,TRY,4.07,1.108
2017-03-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,cereals and tubers,Bread (common),KG,actual,Retail,TRY,4.7,1.2811
2017-03-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,cereals and tubers,Bulgur,KG,actual,Retail,TRY,3.42,0.9311
2017-03-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,cereals and tubers,Pasta,KG,actual,Retail,TRY,3.12,0.8504
2017-03-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,cereals and tubers,Potatoes,KG,actual,Retail,TRY,1.63,0.4445
2017-03-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,3.22,0.878
2017-03-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,"meat, fish and eggs",Eggs,Unit,actual,Retail,TRY,0.56,0.1514
2017-03-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,25.17,6.8591
2017-03-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,44.03,11.9969
2017-03-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,40.85,11.1308
2017-03-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,3.07,0.8375
2017-03-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,milk and dairy,"Milk (powder, infant formula)",KG,actual,Retail,TRY,82.23,22.4069
2017-03-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Sugar,KG,actual,Retail,TRY,4.41,1.2028
2017-03-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Tea,KG,actual,Retail,TRY,25.61,6.9793
2017-03-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Tea (herbal),Package,actual,Retail,TRY,4.48,1.2208
2017-03-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Tomatoes (paste),KG,actual,Retail,TRY,5.6,1.5265
2017-03-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,non-food,Electricity,kWh,actual,Retail,TRY,0.41,0.1122
2017-03-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,non-food,Fuel (gas),12 KG,actual,Retail,TRY,79.98,21.7939
2017-03-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,non-food,Fuel (petrol-gasoline),L,actual,Retail,TRY,5.18,1.4115
2017-03-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,non-food,Transport (public),Course,actual,Retail,TRY,2.11,0.5761
2017-03-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,non-food,Water,Cubic meter,actual,Retail,TRY,5.61,1.5273
2017-03-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,oil and fats,Oil (sunflower),L,actual,Retail,TRY,8.4,2.2901
2017-03-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,pulses and nuts,Beans (white),KG,actual,Retail,TRY,10.24,2.7906
2017-03-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,14.23,3.8771
2017-03-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,20.21,5.5078
2017-03-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Apples,KG,actual,Retail,TRY,3.13,0.8518
2017-03-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Bananas,KG,actual,Retail,TRY,7.41,2.0183
2017-03-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Cauliflower,KG,actual,Retail,TRY,2.87,0.781
2017-03-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Cucumbers,KG,actual,Retail,TRY,5.41,1.4734
2017-03-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Onions,KG,actual,Retail,TRY,1.16,0.3157
2017-03-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Oranges,KG,actual,Retail,TRY,2.84,0.7733
2017-03-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,2.75,0.7496
2017-03-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Zucchini,KG,actual,Retail,TRY,5.02,1.3677
2017-03-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,cereals and tubers,Bread (common),KG,actual,Retail,TRY,3.83,1.0439
2017-03-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,cereals and tubers,Bulgur,KG,actual,Retail,TRY,3.25,0.8854
2017-03-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,cereals and tubers,Pasta,KG,actual,Retail,TRY,3.08,0.8381
2017-03-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,cereals and tubers,Potatoes,KG,actual,Retail,TRY,1.57,0.4285
2017-03-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,cereals and tubers,Rice,KG,actual,Retail,TRY,7.34,2.0004
2017-03-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,"meat, fish and eggs",Eggs,Unit,actual,Retail,TRY,0.53,0.1455
2017-03-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,17.62,4.8011
2017-03-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,TRY,8.68,2.3663
2017-03-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,41.14,11.2089
2017-03-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,milk and dairy,Cheese,KG,actual,Retail,TRY,23.64,6.4418
2017-03-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,3.16,0.8608
2017-03-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,milk and dairy,"Milk (powder, infant formula)",KG,actual,Retail,TRY,85.14,23.199
2017-03-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,milk and dairy,Yogurt,KG,actual,Retail,TRY,4.63,1.262
2017-03-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,43.33,11.8053
2017-03-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Coffee,KG,actual,Retail,TRY,39.27,10.6996
2017-03-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Sugar,KG,actual,Retail,TRY,4.14,1.1286
2017-03-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Tea (herbal),Package,actual,Retail,TRY,5.17,1.4078
2017-03-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,non-food,Electricity,kWh,actual,Retail,TRY,0.41,0.1122
2017-03-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,non-food,Fuel (gas),12 KG,actual,Retail,TRY,75.08,20.4574
2017-03-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,non-food,Fuel (petrol-gasoline),L,actual,Retail,TRY,5.2,1.4166
2017-03-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,oil and fats,Oil (olive),L,actual,Retail,TRY,28.39,7.7366
2017-03-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,pulses and nuts,Beans (white),KG,actual,Retail,TRY,9.48,2.5843
2017-03-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,15.28,4.1626
2017-03-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,19.29,5.2551
2017-03-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Apples,KG,actual,Retail,TRY,2.87,0.7828
2017-03-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Bananas,KG,actual,Retail,TRY,7.96,2.1699
2017-03-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Cabbage,KG,actual,Retail,TRY,1.48,0.4039
2017-03-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Cauliflower,KG,actual,Retail,TRY,1.94,0.5293
2017-03-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Cucumbers,KG,actual,Retail,TRY,4.91,1.3391
2017-03-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Eggplants,KG,actual,Retail,TRY,5.24,1.4283
2017-03-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Garlic,KG,actual,Retail,TRY,17.57,4.7876
2017-03-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Onions,KG,actual,Retail,TRY,1.03,0.2795
2017-03-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Oranges,KG,actual,Retail,TRY,2.45,0.6686
2017-03-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Spinach,KG,actual,Retail,TRY,1.98,0.5392
2017-03-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,2.74,0.7475
2017-03-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Zucchini,KG,actual,Retail,TRY,4.56,1.2433
2017-04-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Bread (common),KG,actual,Retail,TRY,3.81,1.0594
2017-04-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Bulgur,KG,actual,Retail,TRY,3.19,0.8855
2017-04-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Pasta,KG,actual,Retail,TRY,3.21,0.8936
2017-04-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Potatoes,KG,actual,Retail,TRY,2.11,0.5867
2017-04-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Rice,KG,actual,Retail,TRY,6.61,1.8375
2017-04-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,2.69,0.748
2017-04-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,"meat, fish and eggs",Eggs,Unit,actual,Retail,TRY,0.41,0.1127
2017-04-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,TRY,8.69,2.4166
2017-04-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,42.15,11.7144
2017-04-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,39.16,10.8833
2017-04-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,milk and dairy,Cheese,KG,actual,Retail,TRY,26.16,7.271
2017-04-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,3.03,0.8431
2017-04-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,milk and dairy,"Milk (powder, infant formula)",KG,actual,Retail,TRY,78.41,21.794
2017-04-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,milk and dairy,Yogurt,KG,actual,Retail,TRY,4.57,1.2711
2017-04-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,43.65,12.1314
2017-04-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Coffee,KG,actual,Retail,TRY,42.94,11.9359
2017-04-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Salt,KG,actual,Retail,TRY,1.85,0.5144
2017-04-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Sugar,KG,actual,Retail,TRY,4.12,1.1448
2017-04-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Tea,KG,actual,Retail,TRY,24.6,6.837
2017-04-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,miscellaneous food,Tea (herbal),Package,actual,Retail,TRY,4.69,1.3043
2017-04-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,non-food,Electricity,kWh,actual,Retail,TRY,0.41,0.1145
2017-04-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,non-food,Fuel (gas),12 KG,actual,Retail,TRY,74.44,20.6906
2017-04-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,non-food,Fuel (petrol-gasoline),L,actual,Retail,TRY,5.34,1.483
2017-04-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,non-food,Water,Cubic meter,actual,Retail,TRY,5.97,1.6607
2017-04-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,oil and fats,Oil (olive),L,actual,Retail,TRY,30.13,8.3757
2017-04-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,pulses and nuts,Beans (white),KG,actual,Retail,TRY,9.18,2.5505
2017-04-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,12.72,3.5353
2017-04-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,18.32,5.0925
2017-04-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Apples,KG,actual,Retail,TRY,3.3,0.9161
2017-04-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Bananas,KG,actual,Retail,TRY,8.46,2.3526
2017-04-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Cucumbers,KG,actual,Retail,TRY,2.28,0.6335
2017-04-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Eggplants,KG,actual,Retail,TRY,2.45,0.6809
2017-04-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Garlic,KG,actual,Retail,TRY,17.23,4.7889
2017-04-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Onions,KG,actual,Retail,TRY,1.03,0.2862
2017-04-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Oranges,KG,actual,Retail,TRY,3.07,0.8525
2017-04-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,4.52,1.2568
2017-04-15,Ankara,Kecioren,Ankara,39.93339920043945,32.85969924926758,vegetables and fruits,Zucchini,KG,actual,Retail,TRY,2.14,0.5944
2017-04-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,cereals and tubers,Potatoes,KG,actual,Retail,TRY,2.12,0.5905
2017-04-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,3.38,0.9382
2017-04-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,"meat, fish and eggs",Eggs,Unit,actual,Retail,TRY,0.49,0.137
2017-04-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,TRY,9.5,2.6403
2017-04-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,42.46,11.8027
2017-04-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,milk and dairy,Milk (pasteurized),L,actual,Retail,TRY,3.09,0.8582
2017-04-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,42.0,11.673
2017-04-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Coffee,KG,actual,Retail,TRY,42.37,11.7775
2017-04-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Sugar,KG,actual,Retail,TRY,4.34,1.2061
2017-04-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Tea,KG,actual,Retail,TRY,25.65,7.1308
2017-04-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Tea (herbal),Package,actual,Retail,TRY,4.74,1.3179
2017-04-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,miscellaneous food,Tomatoes (paste),KG,actual,Retail,TRY,5.88,1.6352
2017-04-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,non-food,Electricity,kWh,actual,Retail,TRY,0.41,0.1145
2017-04-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,non-food,Fuel (gas),12 KG,actual,Retail,TRY,76.31,21.2094
2017-04-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,non-food,Fuel (petrol-gasoline),L,actual,Retail,TRY,5.29,1.4706
2017-04-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,non-food,Transport (public),Course,actual,Retail,TRY,2.11,0.5876
2017-04-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,oil and fats,Oil (olive),L,actual,Retail,TRY,29.9,8.3101
2017-04-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,pulses and nuts,Beans (white),KG,actual,Retail,TRY,10.09,2.8044
2017-04-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,14.18,3.9411
2017-04-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,20.44,5.6819
2017-04-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Bananas,KG,actual,Retail,TRY,8.69,2.4154
2017-04-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Cucumbers,KG,actual,Retail,TRY,2.93,0.8155
2017-04-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Eggplants,KG,actual,Retail,TRY,2.87,0.7967
2017-04-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Onions,KG,actual,Retail,TRY,1.21,0.3354
2017-04-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Oranges,KG,actual,Retail,TRY,3.5,0.9732
2017-04-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Tomatoes,KG,actual,Retail,TRY,4.29,1.1928
2017-04-15,Istanbul,Eminonu,Istanbul,41.012639,28.966742,vegetables and fruits,Zucchini,KG,actual,Retail,TRY,2.77,0.7711
2017-04-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,cereals and tubers,Bread (common),KG,actual,Retail,TRY,3.84,1.0683
2017-04-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,cereals and tubers,Bulgur,KG,actual,Retail,TRY,3.25,0.9029
2017-04-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,cereals and tubers,Pasta,KG,actual,Retail,TRY,3.05,0.8484
2017-04-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,cereals and tubers,Potatoes,KG,actual,Retail,TRY,2.16,0.6012
2017-04-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,cereals and tubers,Rice,KG,actual,Retail,TRY,7.39,2.0538
2017-04-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,cereals and tubers,Wheat flour,KG,actual,Retail,TRY,3.35,0.9311
2017-04-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,"meat, fish and eggs",Eggs,Unit,actual,Retail,TRY,0.45,0.1256
2017-04-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,"meat, fish and eggs",Fish (fresh),KG,actual,Retail,TRY,17.89,4.9728
2017-04-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,"meat, fish and eggs",Meat (chicken),KG,actual,Retail,TRY,9.39,2.6103
2017-04-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,"meat, fish and eggs",Meat (mutton),KG,actual,Retail,TRY,43.69,12.1424
2017-04-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,"meat, fish and eggs",Meat (veal),KG,actual,Retail,TRY,42.51,11.8163
2017-04-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,milk and dairy,Cheese,KG,actual,Retail,TRY,24.26,6.7427
2017-04-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,milk and dairy,"Milk (powder, infant formula)",KG,actual,Retail,TRY,88.8,24.6819
2017-04-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Cocoa (powder),KG,actual,Retail,TRY,43.95,12.2161
2017-04-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Coffee,KG,actual,Retail,TRY,42.49,11.809
2017-04-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Salt,KG,actual,Retail,TRY,1.98,0.5493
2017-04-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Tea,KG,actual,Retail,TRY,28.76,7.9938
2017-04-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Tea (herbal),Package,actual,Retail,TRY,5.16,1.4331
2017-04-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,miscellaneous food,Tomatoes (paste),KG,actual,Retail,TRY,5.91,1.6428
2017-04-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,non-food,Fuel (petrol-gasoline),L,actual,Retail,TRY,5.31,1.4767
2017-04-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,oil and fats,Oil (olive),L,actual,Retail,TRY,28.79,8.0022
2017-04-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,oil and fats,Oil (sunflower),L,actual,Retail,TRY,7.71,2.1418
2017-04-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,pulses and nuts,Beans (white),KG,actual,Retail,TRY,9.56,2.6584
2017-04-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,pulses and nuts,Chickpeas,KG,actual,Retail,TRY,15.41,4.282
2017-04-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,pulses and nuts,Groundnuts (shelled),KG,actual,Retail,TRY,19.65,5.4628
2017-04-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,pulses and nuts,Lentils,KG,actual,Retail,TRY,8.54,2.3748
2017-04-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Apples,KG,actual,Retail,TRY,3.21,0.8928
2017-04-15,Izmir,Konak,Izmir,38.42369842529297,27.142799377441406,vegetables and fruits,Cucumbers,KG,actual,Retail,TRY,2.56,0.7118
